row_zero_based,row_one_based,species,sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,paper_error_union,paper_error_models,paper_cv_tests,logistic_error_rate,lda_error_rate,rbf_svm_error_rate,knn_9_error_rate,random_forest_error_rate,qda_error_rate,isolation_score,isolation_rank,lof_score,lof_rank,mcd_distance,mcd_p_value,iqr_feature_flags,other_class_fraction_15nn
135,136,virginica,7.7,3.0,6.1,2.3,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5494849735194646,16,1.2382161304372037,20,7.072780919951065,0.1320917110432707,0,0.0
136,137,virginica,6.3,3.4,5.6,2.4,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5128418321373096,32,1.1436341716660814,34,4.432482826714688,0.35062850773655,0,0.0
137,138,virginica,6.4,3.1,5.5,1.8,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.43050190954239653,114,0.9808241424137968,122,2.7506023197369487,0.6003893447700168,0,0.2
138,139,virginica,6.0,3.0,4.8,1.8,False,,1,0.0,0.0,0.0,0.85,0.25,0.4,0.41243176621324995,138,0.9675448628995105,136,3.8550235115688043,0.42598168624873445,0,0.4
139,140,virginica,6.9,3.1,5.4,2.1,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4505517315948613,83,0.9896009253903344,110,2.1600323817620715,0.7063527551262182,0,0.06666666666666667
140,141,virginica,6.7,3.1,5.6,2.4,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4770910326294651,53,1.0219117671347888,82,2.024079960542086,0.7313297274989503,0,0.0
141,142,virginica,6.9,3.1,5.1,2.3,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.47645919996576147,54,1.0108038278273854,89,7.482816290060707,0.11246941326070413,0,0.06666666666666667
142,143,virginica,5.8,2.7,5.1,1.9,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.43977552227133215,100,1.0494535026792087,65,1.8145288133760586,0.769823170596165,0,0.13333333333333333
143,144,virginica,6.8,3.2,5.9,2.3,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.47411861283132306,57,1.0281482154491823,78,1.6373203775842071,0.8020694179559587,0,0.0
144,145,virginica,6.7,3.3,5.7,2.5,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5125504652258441,33,1.0750415752874836,54,2.877473359809348,0.5785348287907675,0,0.0
145,146,virginica,6.7,3.0,5.2,2.3,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.46208075635852536,67,0.9872775178543332,113,4.066601694729092,0.39706732343660334,0,0.0
146,147,virginica,6.3,2.5,5.0,1.9,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.46797039688558134,62,1.0807435983421256,51,4.542166082129805,0.33757691248985083,0,0.26666666666666666
147,148,virginica,6.5,3.0,5.2,2.0,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.42122944824140046,126,0.9730820560871527,131,1.052837592774326,0.901681017539386,0,0.06666666666666667
148,149,virginica,6.2,3.4,5.4,2.3,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5136797175389483,29,1.1302921176414436,36,4.328505259635103,0.3633692522082647,0,0.2
149,150,virginica,5.9,3.0,5.1,1.8,False,,1,0.0,0.0,0.0,0.5,0.0,0.0,0.4239246201982767,124,0.9765392555678801,127,2.9335582424384063,0.5690051345783969,0,0.4666666666666667
